D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
6,17,5,7,"T(5, 7, 6)","0,0662","(1, 11)","0,1617","(1, 10)","0,1931","(6, 10)","0,268",HE
6,17,6,6,"T(6, 6, 6)","0,0651","(1, 12)","0,1591","(1, 11)","0,1873","(7, 11)","0,2646",HE
6,18,1,12,"T(1, 12, 6)","0,1046","(1, 7)","0,2637","(1, 6)","0,3321","(2, 6)","0,3735",HE
6,18,2,11,"T(2, 11, 6)","0,0846","(1, 8)","0,2102","(1, 7)","0,2624","(3, 7)","0,3236",HE
6,18,3,10,"T(3, 10, 6)","0,0734","(1, 9)","0,1806","(1, 8)","0,2228","(4, 8)","0,2907",HE
6,18,4,9,"T(4, 9, 6)","0,0668","(1, 10)","0,1634","(1, 9)","0,1992","(5, 9)","0,2698",HE
6,18,5,8,"T(5, 8, 6)","0,0631","(1, 11)","0,1537","(1, 10)","0,1853","(6, 10)","0,2574",HE
6,18,6,7,"T(6, 7, 6)","0,0613","(1, 12)","0,1492","(1, 11)","0,1778","(7, 11)","0,2516",HE
6,19,1,13,"T(1, 13, 6)","0,103","(1, 7)","0,2591","(1, 6)","0,3279","(2, 6)","0,3689",HE
6,19,2,12,"T(2, 12, 6)","0,0829","(1, 8)","0,2055","(1, 7)","0,2579","(3, 7)","0,3182",HE
6,19,3,11,"T(3, 11, 6)","0,0716","(1, 9)","0,1756","(1, 8)","0,2178","(4, 8)","0,2845",HE
6,19,4,10,"T(4, 10, 6)","0,0647","(1, 10)","0,1578","(1, 9)","0,1936","(5, 9)","0,2625",HE
6,19,5,9,"T(5, 9, 6)","0,0605","(1, 11)","0,1471","(1, 10)","0,1788","(6, 10)","0,2487",HE
6,19,6,8,"T(6, 8, 6)","0,0583","(1, 12)","0,1414","(1, 11)","0,1701","(7, 11)","0,241",HE
6,19,7,7,"T(7, 7, 6)","0,0576","(1, 13)","0,1396","(1, 12)","0,166","(8, 12)","0,2386",HE
6,20,1,14,"T(1, 14, 6)","0,1016","(1, 7)","0,2551","(1, 6)","0,3241","(2, 6)","0,3649",HE
6,20,2,13,"T(2, 13, 6)","0,0815","(1, 8)","0,2015","(1, 7)","0,254","(3, 7)","0,3135",HE
6,20,3,12,"T(3, 12, 6)","0,07","(1, 9)","0,1713","(1, 8)","0,2136","(4, 8)","0,2791",HE
6,20,4,11,"T(4, 11, 6)","0,0629","(1, 10)","0,153","(1, 9)","0,1889","(5, 9)","0,2562",HE
6,20,5,10,"T(5, 10, 6)","0,0584","(1, 11)","0,1417","(1, 10)","0,1733","(6, 10)","0,2413",HE
6,20,6,9,"T(6, 9, 6)","0,0558","(1, 12)","0,135","(1, 11)","0,1637","(7, 11)","0,2323",HE
6,20,7,8,"T(7, 8, 6)","0,0546","(1, 13)","0,1319","(1, 12)","0,1584","(8, 12)","0,228",HE
