D,N,K,L,Grafo Original,Conectividade Algebrica,Arestas Forca Bruta,Conectividade Aumentada Forca Bruta,Lista de Conectividades
49,97,1,48,"T(1, 48, 49)",0.0017484252026699128,"[(14, 49), (14, 50), (14, 51), (14, 52), (14, 53), (14, 54), (14, 55), (14, 56), (14, 57), (14, 58), (14, 59), (14, 60), (14, 61), (14, 62), (14, 63), (14, 64), (14, 65), (14, 66), (14, 67), (14, 68), (14, 69), (14, 70), (14, 71), (14, 72), (14, 73), (14, 74), (14, 75), (14, 76), (14, 77), (14, 78), (14, 79), (14, 80), (14, 81), (14, 82), (14, 83), (14, 84), (14, 85), (14, 86), (14, 87), (14, 88), (14, 89), (14, 90), (14, 91), (14, 92), (14, 93), (14, 94), (14, 95), (14, 96), (14, 97), (15, 48)]",0.010244503485236204,"[0.010244503485236204, 0.010244666995841189, 0.010244666995841433, 0.010244666995841768, 0.01024466699583906, 0.010244666995840694, 0.01024466699584041, 0.01024466699584029, 0.010244666995841466, 0.010244666995841686, 0.010244666995839894, 0.01024466699584178, 0.010244666995839393, 0.01024466699584047, 0.010244666995840356, 0.01024466699584293, 0.010244666995842254, 0.010244666995842021, 0.010244666995842004, 0.010244666995841988, 0.010244666995840406, 0.010244666995841372, 0.010244666995840758, 0.010244666995841468, 0.01024466699584096, 0.010244666995841567, 0.010244666995841615, 0.010244666995842311, 0.010244666995841912, 0.010244666995842257, 0.010244666995841251, 0.010244666995841416, 0.010244666995841372, 0.010244666995840947, 0.010244666995840025, 0.010244666995841653, 0.010244666995839384, 0.010244666995841813, 0.010244666995841615, 0.010244666995841643, 0.01024466699584144, 0.010244666995841862, 0.010244666995840875, 0.010244666995840491, 0.010244666995841244, 0.010244666995840467, 0.010244666995839917, 0.010244666995840821, 0.010244666995842132, 0.01024377971352709]"
49,98,1,49,"T(1, 49, 49)",0.0017368443274455171,"[(14, 49), (14, 50), (14, 51), (14, 52), (14, 53), (14, 54), (14, 55), (14, 56), (14, 57), (14, 58), (14, 59), (14, 60), (14, 61), (14, 62), (14, 63), (14, 64), (14, 65), (14, 66), (14, 67), (14, 68), (14, 69), (14, 70), (14, 71), (14, 72), (14, 73), (14, 74), (14, 75), (14, 76), (14, 77), (14, 78), (14, 79), (14, 80), (14, 81), (14, 82), (14, 83), (14, 84), (14, 85), (14, 86), (14, 87), (14, 88), (14, 89), (14, 90), (14, 91), (14, 92), (14, 93), (14, 94), (14, 95), (14, 96), (14, 97), (14, 98), (15, 48)]",0.010227838153953938,"[0.010227838153953938, 0.010227895747825884, 0.010227895747826642, 0.010227895747825556, 0.010227895747825084, 0.010227895747824865, 0.010227895747825988, 0.01022789574782834, 0.010227895747827939, 0.010227895747826092, 0.010227895747825292, 0.010227895747825001, 0.010227895747826411, 0.010227895747826919, 0.010227895747825349, 0.010227895747825339, 0.010227895747827925, 0.010227895747827129, 0.010227895747825204, 0.010227895747824491, 0.010227895747826315, 0.010227895747827355, 0.010227895747825405, 0.010227895747826333, 0.010227895747826692, 0.010227895747827596, 0.010227895747825316, 0.010227895747826963, 0.010227895747828494, 0.010227895747826968, 0.010227895747825783, 0.010227895747826152, 0.010227895747825566, 0.010227895747827008, 0.010227895747825514, 0.010227895747825497, 0.010227895747827044, 0.010227895747826938, 0.010227895747825734, 0.010227895747825662, 0.010227895747826845, 0.010227895747824449, 0.010227895747825011, 0.010227895747826024, 0.010227895747826858, 0.010227895747827202, 0.010227895747828338, 0.010227895747826952, 0.010227895747826987, 0.010227895747825184, 0.010224908803073458]"
56,112,1,56,"T(1, 56, 56)",0.0013276854236237974,"[(15, 56), (16, 56), (16, 57), (16, 58), (16, 59), (16, 60), (16, 61), (16, 62), (16, 63), (16, 64), (16, 65), (16, 66), (16, 67), (16, 68), (16, 69), (16, 70), (16, 71), (16, 72), (16, 73), (16, 74), (16, 75), (16, 76), (16, 77), (16, 78), (16, 79), (16, 80), (16, 81), (16, 82), (16, 83), (16, 84), (16, 85), (16, 86), (16, 87), (16, 88), (16, 89), (16, 90), (16, 91), (16, 92), (16, 93), (16, 94), (16, 95), (16, 96), (16, 97), (16, 98), (16, 99), (16, 100), (16, 101), (16, 102), (16, 103), (16, 104), (16, 105), (16, 106), (16, 107), (16, 108), (16, 109), (16, 110), (16, 111), (16, 112), (17, 55), (17, 56)]",0.0077448098299890723,"[0.0077448098299890723, 0.0078159694791873121, 0.007816046909655051, 0.0078160469096549591, 0.0078160469096547423, 0.0078160469096541334, 0.0078160469096551066, 0.0078160469096540761, 0.0078160469096529069, 0.0078160469096547388, 0.0078160469096540952, 0.0078160469096541976, 0.0078160469096544369, 0.0078160469096543329, 0.0078160469096532764, 0.0078160469096528185, 0.0078160469096527178, 0.0078160469096541767, 0.0078160469096543953, 0.0078160469096538385, 0.0078160469096559305, 0.0078160469096546521, 0.0078160469096535262, 0.00781604690965307, 0.0078160469096557102, 0.0078160469096545497, 0.0078160469096544751, 0.007816046909653384, 0.007816046909654345, 0.0078160469096532105, 0.0078160469096556166, 0.0078160469096539304, 0.0078160469096537847, 0.0078160469096540553, 0.0078160469096551534, 0.0078160469096550042, 0.0078160469096552523, 0.0078160469096532955, 0.0078160469096557831, 0.0078160469096530891, 0.0078160469096526502, 0.0078160469096542444, 0.0078160469096547457, 0.0078160469096539113, 0.0078160469096556478, 0.0078160469096532764, 0.0078160469096548568, 0.0078160469096551725, 0.0078160469096535418, 0.0078160469096542791, 0.0078160469096541715, 0.0078160469096537205, 0.0078160469096558455, 0.0078160469096554587, 0.0078160469096559514, 0.0078160469096563816, 0.0078160469096558317, 0.0078160469096551308, 0.0078157362710800024, 0.0077353002317848123]"
60,119,1,59,"T(1, 59, 60)",0.0011620022502665337,"[(16, 60), (16, 61), (16, 62), (16, 63), (16, 64), (16, 65), (16, 66), (16, 67), (16, 68), (16, 69), (16, 70), (16, 71), (16, 72), (16, 73), (16, 74), (16, 75), (16, 76), (16, 77), (16, 78), (16, 79), (16, 80), (16, 81), (16, 82), (16, 83), (16, 84), (16, 85), (16, 86), (16, 87), (16, 88), (16, 89), (16, 90), (16, 91), (16, 92), (16, 93), (16, 94), (16, 95), (16, 96), (16, 97), (16, 98), (16, 99), (16, 100), (16, 101), (16, 102), (16, 103), (16, 104), (16, 105), (16, 106), (16, 107), (16, 108), (16, 109), (16, 110), (16, 111), (16, 112), (16, 113), (16, 114), (16, 115), (16, 116), (16, 117), (16, 118), (16, 119), (17, 60), (17, 61), (17, 62), (17, 63), (17, 64), (17, 65), (17, 66), (17, 67), (17, 68), (17, 69), (17, 70), (17, 71), (17, 72), (17, 73), (17, 74), (17, 75), (17, 76), (17, 77), (17, 78), (17, 79), (17, 80), (17, 81), (17, 82), (17, 83), (17, 84), (17, 85), (17, 86), (17, 87), (17, 88), (17, 89), (17, 90), (17, 91), (17, 92), (17, 93), (17, 94), (17, 95), (17, 96), (17, 97), (17, 98), (17, 99), (17, 100), (17, 101), (17, 102), (17, 103), (17, 104), (17, 105), (17, 106), (17, 107), (17, 108), (17, 109), (17, 110), (17, 111), (17, 112), (17, 113), (17, 114), (17, 115), (17, 116), (17, 117), (17, 118), (17, 119), (18, 59), (18, 60), (18, 61), (18, 62), (18, 63), (18, 64), (18, 65), (18, 66), (18, 67), (18, 68), (18, 69), (18, 70), (18, 71), (18, 72), (18, 73), (18, 74), (18, 75), (18, 76), (18, 77), (18, 78), (18, 79), (18, 80), (18, 81), (18, 82), (18, 83), (18, 84), (18, 85), (18, 86), (18, 87), (18, 88), (18, 89), (18, 90), (18, 91), (18, 92), (18, 93), (18, 94), (18, 95), (18, 96), (18, 97), (18, 98), (18, 99), (18, 100), (18, 101), (18, 102), (18, 103), (18, 104), (18, 105), (18, 106), (18, 107), (18, 108), (18, 109), (18, 110), (18, 111), (18, 112), (18, 113), (18, 114), (18, 115), (18, 116), (18, 117), (18, 118), (18, 119), (19, 58)]",0.0067518052185980204,"[0.0067518052185980204, 0.006737659328664429, 0.0067376593286658038, 0.0067376593286642937, 0.0067376593286654924, 0.0067376593286665471, 0.0067376593286651663, 0.0067376593286651481, 0.006737659328665037, 0.0067376593286665436, 0.0067376593286682515, 0.0067376593286670988, 0.0067376593286664309, 0.0067376593286657292, 0.006737659328664913, 0.0067376593286641671, 0.0067376593286640751, 0.0067376593286657769, 0.0067376593286656945, 0.0067376593286680086, 0.0067376593286653259, 0.0067376593286663953, 0.0067376593286645799, 0.0067376593286641809, 0.0067376593286637481, 0.0067376593286661169, 0.0067376593286673416, 0.0067376593286669999, 0.0067376593286666096, 0.0067376593286668498, 0.0067376593286652704, 0.0067376593286634359, 0.0067376593286631601, 0.0067376593286674778, 0.0067376593286663034, 0.0067376593286669461, 0.0067376593286659365, 0.006737659328667143, 0.0067376593286665176, 0.0067376593286638167, 0.0067376593286643735, 0.0067376593286659885, 0.0067376593286675012, 0.0067376593286641922, 0.0067376593286665905, 0.0067376593286671378, 0.0067376593286654412, 0.0067376593286643284, 0.0067376593286650726, 0.0067376593286661499, 0.0067376593286653796, 0.0067376593286658836, 0.0067376593286658341, 0.0067376593286654542, 0.0067376593286661984, 0.0067376593286665671, 0.0067376593286631922, 0.0067376593286644594, 0.0067376593286642937, 0.0067376593286640855, 0.0068101435172223954, 0.0068101622483394712, 0.0068101622483413282, 0.0068101622483423292, 0.0068101622483415954, 0.0068101622483398034, 0.0068101622483406205, 0.0068101622483421453, 0.0068101622483397999, 0.006810162248342304, 0.0068101622483413872, 0.0068101622483430022, 0.0068101622483413135, 0.0068101622483427143, 0.0068101622483422337, 0.006810162248341434, 0.0068101622483421383, 0.0068101622483418096, 0.0068101622483422502, 0.0068101622483420022, 0.0068101622483422459, 0.0068101622483415858, 0.0068101622483408989, 0.006810162248343344, 0.0068101622483411747, 0.0068101622483410385, 0.0068101622483418365, 0.006810162248343174, 0.0068101622483414488, 0.0068101622483434055, 0.0068101622483417498, 0.0068101622483416856, 0.0068101622483422598, 0.0068101622483419423, 0.0068101622483413516, 0.0068101622483424107, 0.0068101622483414462, 0.0068101622483404132, 0.006810162248341539, 0.0068101622483412979, 0.0068101622483407532, 0.0068101622483422129, 0.0068101622483420689, 0.0068101622483420308, 0.0068101622483403325, 0.0068101622483423491, 0.0068101622483422311, 0.0068101622483419631, 0.0068101622483422389, 0.0068101622483425226, 0.0068101622483419041, 0.0068101622483412814, 0.0068101622483407393, 0.006810162248342036, 0.006810162248339322, 0.0068101622483410099, 0.0068101622483421895, 0.006810162248340656, 0.0068101622483407028, 0.0068101622483414349, 0.0068093850482184876, 0.0067607112794925176, 0.0067389141706563965, 0.0067389141706563453, 0.0067389141706577435, 0.0067389141706579699, 0.00673891417065723, 0.0067389141706572049, 0.0067389141706571129, 0.0067389141706580896, 0.0067389141706590185, 0.006738914170654974, 0.0067389141706595537, 0.006738914170657394, 0.0067389141706582318, 0.0067389141706581312, 0.0067389141706586057, 0.0067389141706577513, 0.0067389141706584296, 0.0067389141706588867, 0.0067389141706582648, 0.0067389141706579976, 0.0067389141706570349, 0.0067389141706572916, 0.0067389141706577817, 0.0067389141706570149, 0.0067389141706579786, 0.0067389141706579595, 0.0067389141706579968, 0.0067389141706571546, 0.0067389141706581408, 0.0067389141706596222, 0.0067389141706583515, 0.0067389141706571077, 0.0067389141706571285, 0.0067389141706593065, 0.0067389141706570357, 0.0067389141706578363, 0.0067389141706582162, 0.0067389141706600307, 0.006738914170657727, 0.0067389141706555768, 0.0067389141706583038, 0.0067389141706559255, 0.0067389141706574703, 0.0067389141706566636, 0.0067389141706593126, 0.006738914170658479, 0.006738914170658623, 0.0067389141706573749, 0.0067389141706579161, 0.0067389141706577609, 0.0067389141706554138, 0.0067389141706580167, 0.0067389141706579864, 0.0067389141706563635, 0.0067389141706566506, 0.0067389141706570054, 0.0067389141706580141, 0.0067389141706583429, 0.0067389141706569646, 0.0067205857932682448]"
67,133,1,66,"T(1, 66, 66)",0.00093033909042028755,"[(18, 67), (18, 68), (18, 69), (18, 70), (18, 71), (18, 72), (18, 73), (18, 74), (18, 75), (18, 76), (18, 77), (18, 78), (18, 79), (18, 80), (18, 81), (18, 82), (18, 83), (18, 84), (18, 85), (18, 86), (18, 87), (18, 88), (18, 89), (18, 90), (18, 91), (18, 92), (18, 93), (18, 94), (18, 95), (18, 96), (18, 97), (18, 98), (18, 99), (18, 100), (18, 101), (18, 102), (18, 103), (18, 104), (18, 105), (18, 106), (18, 107), (18, 108), (18, 109), (18, 110), (18, 111), (18, 112), (18, 113), (18, 114), (18, 115), (18, 116), (18, 117), (18, 118), (18, 119), (18, 120), (18, 121), (18, 122), (18, 123), (18, 124), (18, 125), (18, 126), (18, 127), (18, 128), (18, 129), (18, 130), (18, 131), (18, 132), (18, 133), (19, 66), (19, 67), (19, 68), (19, 69), (19, 70), (19, 71), (19, 72), (19, 73), (19, 74), (19, 75), (19, 76), (19, 77), (19, 78), (19, 79), (19, 80), (19, 81), (19, 82), (19, 83), (19, 84), (19, 85), (19, 86), (19, 87), (19, 88), (19, 89), (19, 90), (19, 91), (19, 92), (19, 93), (19, 94), (19, 95), (19, 96), (19, 97), (19, 98), (19, 99), (19, 100), (19, 101), (19, 102), (19, 103), (19, 104), (19, 105), (19, 106), (19, 107), (19, 108), (19, 109), (19, 110), (19, 111), (19, 112), (19, 113), (19, 114), (19, 115), (19, 116), (19, 117), (19, 118), (19, 119), (19, 120), (19, 121), (19, 122), (19, 123), (19, 124), (19, 125), (19, 126), (19, 127), (19, 128), (19, 129), (19, 130), (19, 131), (19, 132), (19, 133), (20, 66), (20, 67), (20, 68), (20, 69), (20, 70), (20, 71), (20, 72), (20, 73), (20, 74), (20, 75), (20, 76), (20, 77), (20, 78), (20, 79), (20, 80), (20, 81), (20, 82), (20, 83), (20, 84), (20, 85), (20, 86), (20, 87), (20, 88), (20, 89), (20, 90), (20, 91), (20, 92), (20, 93), (20, 94), (20, 95), (20, 96), (20, 97), (20, 98), (20, 99), (20, 100), (20, 101), (20, 102), (20, 103), (20, 104), (20, 105), (20, 106), (20, 107), (20, 108), (20, 109), (20, 110), (20, 111), (20, 112), (20, 113), (20, 114), (20, 115), (20, 116), (20, 117), (20, 118), (20, 119), (20, 120), (20, 121), (20, 122), (20, 123), (20, 124), (20, 125), (20, 126), (20, 127), (20, 128), (20, 129), (20, 130), (20, 131), (20, 132), (20, 133), (21, 65), (21, 66)]",0.0054191094208088687,"[0.0054191094208088687, 0.0054118776414870595, 0.0054118776414889252, 0.0054118776414873882, 0.0054118776414873769, 0.0054118776414874325, 0.005411877641488508, 0.005411877641487782, 0.0054118776414882643, 0.0054118776414881966, 0.0054118776414873717, 0.0054118776414886684, 0.0054118776414881766, 0.005411877641487599, 0.0054118776414883085, 0.0054118776414884004, 0.0054118776414880665, 0.0054118776414883848, 0.0054118776414881116, 0.0054118776414883432, 0.0054118776414879329, 0.0054118776414879052, 0.0054118776414885409, 0.0054118776414880136, 0.0054118776414870248, 0.005411877641486984, 0.0054118776414876224, 0.0054118776414890232, 0.0054118776414887465, 0.0054118776414889373, 0.0054118776414891117, 0.0054118776414880223, 0.0054118776414882807, 0.0054118776414891195, 0.0054118776414872104, 0.0054118776414875114, 0.0054118776414871896, 0.0054118776414888809, 0.0054118776414867464, 0.0054118776414884438, 0.0054118776414883336, 0.0054118776414896503, 0.0054118776414880179, 0.0054118776414898333, 0.0054118776414881801, 0.0054118776414861913, 0.0054118776414887968, 0.0054118776414884559, 0.0054118776414891941, 0.0054118776414870924, 0.0054118776414889859, 0.0054118776414893224, 0.0054118776414867082, 0.005411877641489325, 0.0054118776414885123, 0.0054118776414882608, 0.0054118776414889096, 0.0054118776414884707, 0.0054118776414883163, 0.0054118776414879667, 0.0054118776414882209, 0.0054118776414857957, 0.0054118776414879138, 0.0054118776414881524, 0.0054118776414885687, 0.0054118776414875331, 0.0054118776414868825, 0.0053970333215792171, 0.0054535441425232044, 0.0054535792093624615, 0.0054535792093624016, 0.0054535792093618586, 0.0054535792093612081, 0.0054535792093615837, 0.0054535792093628101, 0.005453579209361549, 0.0054535792093630712, 0.0054535792093614874, 0.0054535792093614978, 0.0054535792093605125, 0.0054535792093613608, 0.005453579209362288, 0.0054535792093605238, 0.0054535792093606539, 0.0054535792093619185, 0.0054535792093597111, 0.0054535792093610052, 0.005453579209361791, 0.0054535792093613027, 0.0054535792093610936, 0.0054535792093621518, 0.0054535792093602289, 0.0054535792093611361, 0.005453579209360411, 0.0054535792093612749, 0.005453579209360169, 0.0054535792093628466, 0.0054535792093622871, 0.0054535792093611856, 0.0054535792093612107, 0.0054535792093616262, 0.005453579209361, 0.005453579209361935, 0.0054535792093609722, 0.0054535792093600259, 0.0054535792093609453, 0.0054535792093607883, 0.0054535792093615915, 0.0054535792093606773, 0.0054535792093621952, 0.0054535792093618422, 0.0054535792093611864, 0.005453579209362844, 0.0054535792093623877, 0.0054535792093622533, 0.0054535792093613191, 0.0054535792093608447, 0.005453579209361359, 0.0054535792093626809, 0.0054535792093615637, 0.0054535792093617355, 0.00545357920936217, 0.0054535792093613755, 0.0054535792093614918, 0.0054535792093610824, 0.0054535792093618638, 0.005453579209361693, 0.0054535792093618318, 0.0054535792093610503, 0.0054535792093608239, 0.005453579209360666, 0.0054535792093623678, 0.0054535792093607814, 0.0054535792093602375, 0.0054535792093620625, 0.005453431143450151, 0.005419069313231193, 0.0054065924274539845, 0.0054065924274542265, 0.0054065924274536853, 0.0054065924274541649, 0.0054065924274546004, 0.0054065924274539828, 0.0054065924274520659, 0.005406592427451627, 0.0054065924274528492, 0.0054065924274555614, 0.0054065924274525343, 0.0054065924274543844, 0.0054065924274530625, 0.0054065924274531961, 0.0054065924274537148, 0.0054065924274535535, 0.0054065924274523478, 0.0054065924274524163, 0.0054065924274530027, 0.0054065924274541519, 0.0054065924274523235, 0.0054065924274538501, 0.0054065924274534077, 0.0054065924274534979, 0.0054065924274541198, 0.0054065924274542456, 0.0054065924274531007, 0.0054065924274556594, 0.0054065924274517016, 0.0054065924274525421, 0.005406592427452347, 0.0054065924274531441, 0.0054065924274542881, 0.0054065924274552465, 0.0054065924274540548, 0.0054065924274524241, 0.0054065924274539594, 0.0054065924274530348, 0.0054065924274547903, 0.0054065924274525664, 0.0054065924274523478, 0.0054065924274541068, 0.0054065924274541988, 0.0054065924274538562, 0.0054065924274532759, 0.0054065924274537538, 0.0054065924274537269, 0.0054065924274539056, 0.0054065924274529307, 0.0054065924274533817, 0.0054065924274538796, 0.0054065924274529827, 0.0054065924274535968, 0.0054065924274549889, 0.005406592427454544, 0.005406592427453883, 0.0054065924274535847, 0.005406592427452713, 0.0054065924274536359, 0.0054065924274525456, 0.0054065924274537616, 0.0054065924274543419, 0.005406592427454158, 0.0054065924274540669, 0.0054065924274538631, 0.0054065924274531944, 0.0054523054399293423, 0.0053864315185851398]"
67,134,1,67,"T(1, 67, 67)",0.00092582212639028927,"[(18, 67), (18, 68), (18, 69), (18, 70), (18, 71), (18, 72), (18, 73), (18, 74), (18, 75), (18, 76), (18, 77), (18, 78), (18, 79), (18, 80), (18, 81), (18, 82), (18, 83), (18, 84), (18, 85), (18, 86), (18, 87), (18, 88), (18, 89), (18, 90), (18, 91), (18, 92), (18, 93), (18, 94), (18, 95), (18, 96), (18, 97), (18, 98), (18, 99), (18, 100), (18, 101), (18, 102), (18, 103), (18, 104), (18, 105), (18, 106), (18, 107), (18, 108), (18, 109), (18, 110), (18, 111), (18, 112), (18, 113), (18, 114), (18, 115), (18, 116), (18, 117), (18, 118), (18, 119), (18, 120), (18, 121), (18, 122), (18, 123), (18, 124), (18, 125), (18, 126), (18, 127), (18, 128), (18, 129), (18, 130), (18, 131), (18, 132), (18, 133), (18, 134), (19, 66), (19, 67), (19, 68), (19, 69), (19, 70), (19, 71), (19, 72), (19, 73), (19, 74), (19, 75), (19, 76), (19, 77), (19, 78), (19, 79), (19, 80), (19, 81), (19, 82), (19, 83), (19, 84), (19, 85), (19, 86), (19, 87), (19, 88), (19, 89), (19, 90), (19, 91), (19, 92), (19, 93), (19, 94), (19, 95), (19, 96), (19, 97), (19, 98), (19, 99), (19, 100), (19, 101), (19, 102), (19, 103), (19, 104), (19, 105), (19, 106), (19, 107), (19, 108), (19, 109), (19, 110), (19, 111), (19, 112), (19, 113), (19, 114), (19, 115), (19, 116), (19, 117), (19, 118), (19, 119), (19, 120), (19, 121), (19, 122), (19, 123), (19, 124), (19, 125), (19, 126), (19, 127), (19, 128), (19, 129), (19, 130), (19, 131), (19, 132), (19, 133), (19, 134), (20, 66), (20, 67), (20, 68), (20, 69), (20, 70), (20, 71), (20, 72), (20, 73), (20, 74), (20, 75), (20, 76), (20, 77), (20, 78), (20, 79), (20, 80), (20, 81), (20, 82), (20, 83), (20, 84), (20, 85), (20, 86), (20, 87), (20, 88), (20, 89), (20, 90), (20, 91), (20, 92), (20, 93), (20, 94), (20, 95), (20, 96), (20, 97), (20, 98), (20, 99), (20, 100), (20, 101), (20, 102), (20, 103), (20, 104), (20, 105), (20, 106), (20, 107), (20, 108), (20, 109), (20, 110), (20, 111), (20, 112), (20, 113), (20, 114), (20, 115), (20, 116), (20, 117), (20, 118), (20, 119), (20, 120), (20, 121), (20, 122), (20, 123), (20, 124), (20, 125), (20, 126), (20, 127), (20, 128), (20, 129), (20, 130), (20, 131), (20, 132), (20, 133), (20, 134), (21, 65), (21, 66)]",0.0054094824810125538,"[0.0054094824810125538, 0.005401380101809415, 0.0054013801018097541, 0.00540138010181035, 0.0054013801018100395, 0.005401380101811671, 0.0054013801018121073, 0.0054013801018099007, 0.0054013801018104914, 0.0054013801018102867, 0.0054013801018100412, 0.0054013801018106102, 0.0054013801018105677, 0.0054013801018116571, 0.0054013801018112668, 0.005401380101809866, 0.0054013801018093751, 0.0054013801018090602, 0.0054013801018112893, 0.0054013801018105677, 0.0054013801018086109, 0.0054013801018119234, 0.0054013801018127803, 0.0054013801018097021, 0.0054013801018114168, 0.0054013801018092866, 0.0054013801018109467, 0.0054013801018098894, 0.0054013801018106067, 0.0054013801018092779, 0.0054013801018119615, 0.0054013801018102988, 0.0054013801018104914, 0.0054013801018124603, 0.0054013801018095164, 0.0054013801018103899, 0.0054013801018110109, 0.0054013801018110248, 0.0054013801018110612, 0.0054013801018097827, 0.0054013801018107715, 0.0054013801018093031, 0.005401380101809271, 0.0054013801018121645, 0.005401380101810579, 0.0054013801018093152, 0.0054013801018117039, 0.0054013801018098825, 0.0054013801018109649, 0.0054013801018058666, 0.0054013801018081261, 0.0054013801018110872, 0.0054013801018104072, 0.0054013801018101453, 0.0054013801018104341, 0.0054013801018106761, 0.0054013801018098989, 0.0054013801018087332, 0.005401380101810265, 0.0054013801018098851, 0.0054013801018091001, 0.0054013801018111297, 0.0054013801018096361, 0.0054013801018092502, 0.0054013801018122582, 0.0054013801018100195, 0.0054013801018090238, 0.0054013801018113605, 0.005384987017114211, 0.0054470964272713253, 0.0054471092030064176, 0.0054471092030062996, 0.0054471092030056335, 0.0054471092030062259, 0.0054471092030053819, 0.0054471092030062718, 0.0054471092030079831, 0.0054471092030057029, 0.005447109203007494, 0.0054471092030056187, 0.0054471092030070629, 0.0054471092030062944, 0.0054471092030064627, 0.0054471092030069276, 0.0054471092030070195, 0.0054471092030058624, 0.0054471092030049613, 0.0054471092030058104, 0.0054471092030064601, 0.0054471092030054027, 0.0054471092030059804, 0.0054471092030066439, 0.005447109203006362, 0.0054471092030060559, 0.005447109203005728, 0.0054471092030072632, 0.0054471092030056439, 0.0054471092030054513, 0.0054471092030062103, 0.0054471092030066144, 0.0054471092030062597, 0.0054471092030047297, 0.0054471092030069796, 0.0054471092030060212, 0.0054471092030074601, 0.0054471092030047392, 0.0054471092030069067, 0.0054471092030070525, 0.0054471092030048858, 0.005447109203006107, 0.0054471092030060541, 0.0054471092030067784, 0.0054471092030065425, 0.0054471092030059873, 0.0054471092030072416, 0.0054471092030064132, 0.0054471092030068365, 0.0054471092030050341, 0.0054471092030050471, 0.0054471092030059613, 0.0054471092030062883, 0.0054471092030055372, 0.0054471092030059795, 0.0054471092030080022, 0.0054471092030060776, 0.005447109203005931, 0.0054471092030056551, 0.0054471092030055884, 0.0054471092030051521, 0.0054471092030059448, 0.0054471092030064843, 0.0054471092030071956, 0.0054471092030054053, 0.0054471092030063725, 0.0054471092030048641, 0.0054471092030063872, 0.0054471092030059431, 0.0054467311183372322, 0.005415977046165049, 0.0054043360781966046, 0.005404336078195876, 0.0054043360781969923, 0.005404336078195399, 0.0054043360781967495, 0.0054043360781961518, 0.0054043360781967174, 0.0054043360781966081, 0.0054043360781963262, 0.0054043360781964407, 0.0054043360781960712, 0.0054043360781954979, 0.0054043360781958526, 0.005404336078197956, 0.0054043360781961189, 0.0054043360781961354, 0.0054043360781958465, 0.0054043360781959749, 0.0054043360781983549, 0.005404336078197531, 0.0054043360781970652, 0.0054043360781979247, 0.0054043360781984269, 0.0054043360781964034, 0.0054043360781952229, 0.0054043360781973297, 0.0054043360781958327, 0.0054043360781974043, 0.0054043360781969307, 0.0054043360781961345, 0.0054043360781957997, 0.0054043360781963236, 0.0054043360781965508, 0.0054043360781960799, 0.0054043360781963817, 0.0054043360781974954, 0.0054043360781972404, 0.0054043360781960747, 0.0054043360781963834, 0.0054043360781945958, 0.0054043360781959827, 0.0054043360781961935, 0.0054043360781971632, 0.0054043360781968969, 0.0054043360781956965, 0.0054043360781969654, 0.0054043360781958726, 0.0054043360781956436, 0.0054043360781955698, 0.0054043360781962715, 0.005404336078195902, 0.0054043360781966844, 0.005404336078198335, 0.0054043360781966514, 0.0054043360781974494, 0.0054043360781975362, 0.0054043360781974824, 0.0054043360781954944, 0.0054043360781954666, 0.0054043360781974694, 0.0054043360781968908, 0.0054043360781960235, 0.0054043360781966063, 0.0054043360781961154, 0.0054043360781976203, 0.005404336078195948, 0.0054043360781974806, 0.0054427907701634047, 0.0053853129631841294]"
