D,N,K,L,Grafo Original,Conectividade Algebrica,Arestas Forca Bruta,Conectividade Aumentada Forca Bruta,Lista de Conectividades
31,61,1,30,"T(1, 30, 31)","0,004416017","[(9, 31), (9, 32), (9, 33), (9, 34), (9, 35), (9, 36), (9, 37), (9, 38), (9, 39), (9, 40), (9, 41), (9, 42), (9, 43), (9, 44), (9, 45), (9, 46), (9, 47), (9, 48), (9, 49), (9, 50), (9, 51), (9, 52), (9, 53), (9, 54), (9, 55), (9, 56), (9, 57), (9, 58), (9, 59), (9, 60), (9, 61)]","0,0258363809","[0.025836380850913245, 0.025838132034874523, 0.025838132034874763, 0.025838132034874312, 0.025838132034875512, 0.02583813203487486, 0.025838132034873194, 0.025838132034874707, 0.025838132034874839, 0.02583813203487511, 0.025838132034874457, 0.025838132034875123, 0.025838132034874752, 0.025838132034874818, 0.025838132034874596, 0.025838132034874995, 0.025838132034875182, 0.025838132034874998, 0.025838132034875484, 0.0258381320348746, 0.02583813203487564, 0.025838132034875481, 0.025838132034874568, 0.025838132034874239, 0.025838132034874641, 0.025838132034875661, 0.025838132034874742, 0.025838132034874645, 0.025838132034876091, 0.025838132034875155, 0.025838132034875821]"
38,76,1,38,"T(1, 38, 38)","0,0028982253","[(11, 38), (11, 39), (11, 40), (11, 41), (11, 42), (11, 43), (11, 44), (11, 45), (11, 46), (11, 47), (11, 48), (11, 49), (11, 50), (11, 51), (11, 52), (11, 53), (11, 54), (11, 55), (11, 56), (11, 57), (11, 58), (11, 59), (11, 60), (11, 61), (11, 62), (11, 63), (11, 64), (11, 65), (11, 66), (11, 67), (11, 68), (11, 69), (11, 70), (11, 71), (11, 72), (11, 73), (11, 74), (11, 75), (11, 76)]","0,0170831383","[0.017083138299196554, 0.017083641238599873, 0.017083641238599519, 0.017083641238599206, 0.017083641238599491, 0.017083641238599467, 0.017083641238600296, 0.01708364123860014, 0.017083641238600431, 0.01708364123859886, 0.017083641238600258, 0.017083641238599671, 0.017083641238599307, 0.017083641238599387, 0.017083641238599487, 0.017083641238599224, 0.017083641238599921, 0.01708364123859921, 0.017083641238599803, 0.017083641238600851, 0.017083641238599689, 0.017083641238600206, 0.017083641238599279, 0.017083641238599033, 0.017083641238599696, 0.017083641238600546, 0.017083641238599585, 0.017083641238600705, 0.017083641238599581, 0.017083641238600442, 0.017083641238599529, 0.01708364123860014, 0.017083641238599387, 0.017083641238601389, 0.017083641238600056, 0.01708364123860049, 0.017083641238600285, 0.017083641238599356, 0.017083641238599796]"
