D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
46,91,1,45,"T(1, 45, 46)",0.002,"(1, 47)",0.0076,"(1, 46)",0.0078,"(13, 46)",0.0116,HE
46,92,1,46,"T(1, 46, 46)",0.002,"(1, 47)",0.0075,"(1, 46)",0.0078,"(13, 46)",0.0116,HE
47,93,1,46,"T(1, 46, 47)",0.0019,"(1, 48)",0.0073,"(1, 47)",0.0075,"(13, 47)",0.0111,HE
47,94,1,47,"T(1, 47, 47)",0.0019,"(1, 48)",0.0072,"(1, 47)",0.0074,"(14, 47)",0.0111,HE
48,95,1,47,"T(1, 47, 48)",0.0018,"(1, 49)",0.007,"(1, 48)",0.0072,"(14, 48)",0.0107,HE
48,96,1,48,"T(1, 48, 48)",0.0018,"(1, 49)",0.0069,"(1, 48)",0.0071,"(14, 48)",0.0107,HE
49,97,1,48,"T(1, 48, 49)",0.0017,"(1, 50)",0.0067,"(1, 49)",0.0069,"(14, 64)",0.0102,HE
49,98,1,49,"T(1, 49, 49)",0.0017,"(1, 50)",0.0067,"(1, 49)",0.0068,"(14, 77)",0.0102,HE
50,99,1,49,"T(1, 49, 50)",0.0017,"(1, 51)",0.0064,"(1, 50)",0.0066,"(14, 50)",0.0098,HE
50,100,1,50,"T(1, 50, 50)",0.0017,"(1, 51)",0.0064,"(1, 50)",0.0066,"(14, 50)",0.0098,HE
51,101,1,50,"T(1, 50, 51)",0.0016,"(1, 52)",0.0062,"(1, 51)",0.0064,"(15, 51)",0.0094,HE
51,102,1,51,"T(1, 51, 51)",0.0016,"(1, 52)",0.0062,"(1, 51)",0.0063,"(15, 51)",0.0094,HE
52,103,1,51,"T(1, 51, 52)",0.0016,"(1, 53)",0.006,"(1, 52)",0.0061,"(15, 52)",0.0091,HE
52,104,1,52,"T(1, 52, 52)",0.0015,"(1, 53)",0.0059,"(1, 52)",0.0061,"(15, 52)",0.0091,HE
53,105,1,52,"T(1, 52, 53)",0.0015,"(1, 54)",0.0057,"(1, 53)",0.0059,"(15, 53)",0.0087,HE
53,106,1,53,"T(1, 53, 53)",0.0015,"(1, 54)",0.0057,"(1, 53)",0.0058,"(15, 53)",0.0087,HE
54,107,1,53,"T(1, 53, 54)",0.0014,"(1, 55)",0.0055,"(1, 54)",0.0057,"(15, 54)",0.0084,HE
54,108,1,54,"T(1, 54, 54)",0.0014,"(1, 55)",0.0055,"(1, 54)",0.0056,"(15, 54)",0.0084,HE
55,109,1,54,"T(1, 54, 55)",0.0014,"(1, 56)",0.0053,"(1, 55)",0.0055,"(16, 55)",0.0081,HE
55,110,1,55,"T(1, 55, 55)",0.0014,"(1, 56)",0.0053,"(1, 55)",0.0054,"(16, 55)",0.0081,HE
56,111,1,55,"T(1, 55, 56)",0.0013,"(1, 57)",0.0051,"(1, 56)",0.0053,"(16, 56)",0.0078,HE
56,112,1,56,"T(1, 56, 56)",0.0013,"(1, 57)",0.0051,"(1, 56)",0.0052,"(16, 110)",0.0078,HE
57,113,1,56,"T(1, 56, 57)",0.0013,"(1, 58)",0.005,"(1, 57)",0.0051,"(16, 57)",0.0075,HE
57,114,1,57,"T(1, 57, 57)",0.0013,"(1, 58)",0.0049,"(1, 57)",0.0051,"(16, 57)",0.0075,HE
58,115,1,57,"T(1, 57, 58)",0.0012,"(1, 59)",0.0048,"(1, 58)",0.0049,"(17, 58)",0.0073,HE
58,116,1,58,"T(1, 58, 58)",0.0012,"(1, 59)",0.0048,"(1, 58)",0.0049,"(17, 58)",0.0073,HE
59,117,1,58,"T(1, 58, 59)",0.0012,"(1, 60)",0.0046,"(1, 59)",0.0047,"(17, 59)",0.007,HE
59,118,1,59,"T(1, 59, 59)",0.0012,"(1, 60)",0.0046,"(1, 59)",0.0047,"(17, 59)",0.007,HE
60,119,1,59,"T(1, 59, 60)",0.0012,"(1, 61)",0.0045,"(1, 60)",0.0046,"(17, 89)",0.0068,HE
60,120,1,60,"T(1, 60, 60)",0.0012,"(1, 61)",0.0045,"(1, 60)",0.0046,"(17, 60)",0.0068,HE
61,121,1,60,"T(1, 60, 61)",0.0011,"(1, 62)",0.0043,"(1, 61)",0.0044,"(17, 61)",0.0066,HE
61,122,1,61,"T(1, 61, 61)",0.0011,"(1, 62)",0.0043,"(1, 61)",0.0044,"(17, 61)",0.0066,HE
62,123,1,61,"T(1, 61, 62)",0.0011,"(1, 63)",0.0042,"(1, 62)",0.0043,"(18, 62)",0.0064,HE
62,124,1,62,"T(1, 62, 62)",0.0011,"(1, 63)",0.0042,"(1, 62)",0.0043,"(18, 62)",0.0064,HE
63,125,1,62,"T(1, 62, 63)",0.0011,"(1, 64)",0.0041,"(1, 63)",0.0042,"(18, 63)",0.0062,HE
63,126,1,63,"T(1, 63, 63)",0.001,"(1, 64)",0.0041,"(1, 63)",0.0041,"(18, 63)",0.0062,Iguais
64,127,1,63,"T(1, 63, 64)",0.001,"(1, 65)",0.004,"(1, 64)",0.004,"(18, 64)",0.006,Iguais
64,128,1,64,"T(1, 64, 64)",0.001,"(1, 65)",0.0039,"(1, 64)",0.004,"(18, 64)",0.006,HE
65,129,1,64,"T(1, 64, 65)",0.001,"(1, 66)",0.0038,"(1, 65)",0.0039,"(18, 65)",0.0058,HE
65,130,1,65,"T(1, 65, 65)",0.001,"(1, 66)",0.0038,"(1, 65)",0.0039,"(19, 65)",0.0058,HE
66,131,1,65,"T(1, 65, 66)",0.001,"(1, 67)",0.0037,"(1, 66)",0.0038,"(19, 66)",0.0056,HE
66,132,1,66,"T(1, 66, 66)",0.001,"(1, 67)",0.0037,"(1, 66)",0.0038,"(19, 66)",0.0056,HE
67,133,1,66,"T(1, 66, 67)",0.0009,"(1, 68)",0.0036,"(1, 67)",0.0037,"(19, 75)",0.0055,HE
67,134,1,67,"T(1, 67, 67)",0.0009,"(1, 68)",0.0036,"(1, 67)",0.0037,"(19, 121)",0.0054,HE
68,135,1,67,"T(1, 67, 68)",0.0009,"(1, 69)",0.0035,"(1, 68)",0.0036,"(19, 68)",0.0053,HE
68,136,1,68,"T(1, 68, 68)",0.0009,"(1, 69)",0.0035,"(1, 68)",0.0036,"(19, 68)",0.0053,HE
69,137,1,68,"T(1, 68, 69)",0.0009,"(1, 70)",0.0034,"(1, 69)",0.0035,"(20, 69)",0.0051,HE
69,138,1,69,"T(1, 69, 69)",0.0009,"(1, 70)",0.0034,"(1, 69)",0.0035,"(20, 69)",0.0051,HE
70,139,1,69,"T(1, 69, 70)",0.0009,"(1, 71)",0.0033,"(1, 70)",0.0034,"(20, 70)",0.005,HE
70,140,1,70,"T(1, 70, 70)",0.0008,"(1, 71)",0.0033,"(1, 70)",0.0034,"(20, 70)",0.005,HE
