D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta HP,Conectividade Aumentada HP,Aresta HE,Conectividade Aumentada HE,Aresta FB,Conectividade Aumentada FB,Melhor Heuristica
4,17,2,12,"T(2, 12, 4)",0.1722,"(1, 6)",0.3114,"(1, 5)",0.3783,"(3, 5)",0.402,HE
4,17,3,11,"T(3, 11, 4)",0.1443,"(1, 7)",0.2547,"(1, 6)",0.2995,"(4, 6)",0.3462,HE
4,17,4,10,"T(4, 10, 4)",0.1283,"(1, 8)",0.224,"(1, 7)",0.2588,"(5, 7)",0.3133,HE
4,17,5,9,"T(5, 9, 4)",0.119,"(1, 9)",0.2065,"(1, 8)",0.2354,"(6, 8)",0.2937,HE
4,17,6,8,"T(6, 8, 4)",0.1141,"(1, 10)",0.1974,"(1, 9)",0.2222,"(7, 9)",0.2832,HE
4,17,7,7,"T(7, 7, 4)",0.1125,"(1, 11)",0.1945,"(1, 10)",0.2161,"(8, 10)",0.2798,HE
4,18,1,14,"T(1, 14, 4)",0.2261,"(1, 5)",0.441,"(1, 4)",0.6297,"(1, 4)",0.6297,HE
4,18,2,13,"T(2, 13, 4)",0.1699,"(1, 6)",0.307,"(1, 5)",0.3748,"(3, 5)",0.3982,HE
4,18,3,12,"T(3, 12, 4)",0.1416,"(1, 7)",0.2497,"(1, 6)",0.2952,"(4, 6)",0.3412,HE
4,18,4,11,"T(4, 11, 4)",0.1252,"(1, 8)",0.2182,"(1, 7)",0.2536,"(5, 7)",0.3071,HE
4,18,5,10,"T(5, 10, 4)",0.1152,"(1, 9)",0.1997,"(1, 8)",0.2291,"(6, 8)",0.286,HE
4,18,6,9,"T(6, 9, 4)",0.1094,"(1, 10)",0.189,"(1, 9)",0.2145,"(7, 9)",0.2736,HE
4,18,7,8,"T(7, 8, 4)",0.1068,"(1, 11)",0.1842,"(1, 10)",0.2067,"(8, 10)",0.2678,HE
4,19,1,15,"T(1, 15, 4)",0.2244,"(1, 5)",0.4373,"(1, 4)",0.6271,"(1, 4)",0.6271,HE
4,19,2,14,"T(2, 14, 4)",0.1679,"(1, 6)",0.3032,"(1, 5)",0.3717,"(3, 5)",0.3949,HE
4,19,3,13,"T(3, 13, 4)",0.1393,"(1, 7)",0.2454,"(1, 6)",0.2915,"(4, 6)",0.3369,HE
4,19,4,12,"T(4, 12, 4)",0.1225,"(1, 8)",0.2133,"(1, 7)",0.2491,"(5, 7)",0.3018,HE
4,19,5,11,"T(5, 11, 4)",0.112,"(1, 9)",0.1939,"(1, 8)",0.2238,"(6, 8)",0.2794,HE
4,19,6,10,"T(6, 10, 4)",0.1056,"(1, 10)",0.1822,"(1, 9)",0.2081,"(7, 9)",0.2655,HE
4,19,7,9,"T(7, 9, 4)",0.1021,"(1, 11)",0.1758,"(1, 10)",0.1989,"(8, 10)",0.2579,HE
4,19,8,8,"T(8, 8, 4)",0.101,"(1, 12)",0.1738,"(1, 11)",0.1946,"(9, 11)",0.2554,HE
4,20,1,16,"T(1, 16, 4)",0.2229,"(1, 5)",0.4341,"(1, 4)",0.6248,"(1, 4)",0.6248,HE
4,20,2,15,"T(2, 15, 4)",0.1662,"(1, 6)",0.2999,"(1, 5)",0.3689,"(3, 5)",0.3919,HE
4,20,3,14,"T(3, 14, 4)",0.1373,"(1, 7)",0.2417,"(1, 6)",0.2882,"(4, 6)",0.3332,HE
4,20,4,13,"T(4, 13, 4)",0.1201,"(1, 8)",0.2091,"(1, 7)",0.2453,"(5, 7)",0.2971,HE
4,20,5,12,"T(5, 12, 4)",0.1093,"(1, 9)",0.189,"(1, 8)",0.2192,"(6, 8)",0.2738,HE
4,20,6,11,"T(6, 11, 4)",0.1024,"(1, 10)",0.1764,"(1, 9)",0.2027,"(7, 9)",0.2587,HE
4,20,7,10,"T(7, 10, 4)",0.0983,"(1, 11)",0.1689,"(1, 10)",0.1924,"(8, 10)",0.2496,HE
4,20,8,9,"T(8, 9, 4)",0.0964,"(1, 12)",0.1654,"(1, 11)",0.1867,"(9, 11)",0.2453,HE
